26-11-2009;09:49:08; VOX MAXIMA ; TODO
date;time; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
26-11-2009; 09:51:27.938  ;      -2.5; -0.4494506;  2.736296;  2.055427;  1.012819;   1.01407; 0.9996582; -0.3296301; -3.390917; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  9.823586; -0.03967769; -0.04565987; -0.2232633;  24.58186; -0.3693078;  442.3845; 0.6118301; -0.04883409; 0.02746917;         0;         0;         2;     1.025;  582037.9;   5754663; -173.7881; -1.503938;  173.7881;  1.503938;  105.5724;  101.4874; -3.471149; -2.542849; -0.2232633; -0.2232633; -68.21566;  99.98346;  192.8824; -282.5576;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.7881;  173.7881;  1.503938;  101.4874;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:28.418  ;      -2.5; -0.4494506;  2.737211;  2.055427;  1.012819;   1.01407; 0.9996582; -0.3296301; -3.055182; -5.741057;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;  24.90233; -0.3693078;  442.0707; 0.6118301; -0.1251373; 0.02746917;         0;         0;         2;     1.025;  582037.9;   5754663; -173.8095; -1.496595;  173.8095;  1.496595;  105.5741;  101.5095; -3.471098; -2.536071; -0.2232633; -0.2232633; -68.23544;  100.0129;  192.8798; -282.5647;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.8095;  173.8095;  1.496595;  101.5095;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:28.898  ;      -2.5; -0.4494506;  2.737211;  2.055427;  1.012819;   1.01407; 0.9996582; -0.3296301;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  6001.095; -0.03967769; -0.04565987; -0.2232633;   24.6429; -0.3998291;  442.6983; 0.4549505; -0.06409474; 0.02746917;         0;         0;         2;     1.025;  582037.9;   5754663; -173.8404; -1.453718;  173.8404;  1.453718;  105.5751;   101.471; -3.471214; -2.527507; -0.2232633; -0.2232633; -68.26527;  100.0173;  192.8848; -282.5721;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.8404;  173.8404;  1.453718;   101.471;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:29.378  ;      -2.5; -0.4494506;  2.737211;  2.055427;  1.012819;   1.01407; 0.9996582; -0.375412; -3.390917; -6.076792;  6001.095; -0.03967769; -0.04565987; -0.2232633;  8.707271; -0.03967769; -0.04565987; -0.2232633;  24.70394; -0.3693078;  442.5414; 0.6118301; -0.1709193; 0.04272982;         0;         0;         2;     1.025;  582037.9;   5754663; -173.8133; -1.428968;  173.8133;  1.428968;  105.5758;   101.447; -3.471443; -2.518495; -0.2232633; -0.2232633;  -68.2375;   100.018;   192.886; -282.5791;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.8133;  173.8133;  1.428968;   101.447;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.3174216;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:29.858  ;      -2.5; -0.4494506;  2.736296;  2.050543;  1.017702;   1.01407; 0.9996582; -0.375412;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  3.150531; -0.2232633;  24.35295; -0.3693078;  442.8551; 0.4549505; -0.09461604; 0.02746917;         0;         0;         2;     1.025;  582037.9;   5754663; -173.7643; -1.451558;  173.7643;  1.451558;  105.4958;  101.4741; -3.471603; -2.508607; -0.2232633; -0.2232633; -68.26842;  100.0225;    192.89; -282.6002;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.7643;  173.7643;  1.451558;  101.4741;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:30.338  ;      -2.5; -0.4494506;   2.73538;  2.055427;  1.012819;   1.01407; 0.9996582; -0.3296301;  -3.22305; -5.405323;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769; -0.04565987; -0.2232633;  24.67342; -0.3693078;  442.8551; 0.6118301; -0.07935539; 0.01220852;         0;         0;         2;     1.025;  582037.9;   5754663; -173.7261; -1.456009;  173.7261;  1.456009;  105.4497;   101.476; -3.471805; -2.495886; -0.2232633; -0.2232633; -68.27637;    100.02;     192.9; -282.6068;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.7261;  173.7261;  1.456009;   101.476;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:30.818  ; -2.496948; -0.4494506;   2.73538;  2.050543;  1.012819;   1.01407; 0.9996582; -0.3296301; -3.390917;  -5.57319;  6001.095; -0.03967769; -0.04565987; -0.2232633;  8.707271; -0.03967769;  2.009034; -0.2232633;  24.49029; -0.3387865;  442.3845; 0.4549505; -0.06409474; 0.02746917;         0;         0;         2;     1.025;  582037.9;   5754663; -173.6877;  -1.46829;  173.6877;   1.46829;  105.4025;  101.4501; -3.472092; -2.483913; -0.2232633; -0.2232633; -68.28529;  99.98183;  192.9094; -282.6141;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.6877;  173.6877;   1.46829;  101.4501;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:31.298  ; -2.496948; -0.4494506;  2.736296;  2.055427;  1.012819;   1.01407; 0.9996582; -0.3296301; -3.390917; -6.076792;  6001.095; -0.03967769; -0.04565987; -0.2232633;  6001.095; -0.03967769;  2.009034; -0.2232633;  24.45977; -0.3693078;  443.1689; 0.4549505; -0.140398; 0.02746917;         0;         0;         2;     1.025;  582037.9;   5754663; -173.6728; -1.436329;  173.6728;  1.436329;  105.3939;  101.4339; -3.473514; -2.470042; -0.2232633; -0.2232633; -68.27885;  99.99762;  192.9198; -282.6159;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.6728;  173.6728;  1.436329;  101.4339;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90; -89.98169; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:31.778  ;      -2.5; -0.4494506;   2.73538;  2.055427;  1.012819;   1.01407; 0.9995361; -0.375412; -3.390917; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  8.707271; -0.03967769;  2.009034; -0.2232633;  24.26138; -0.3387865;   443.718; 0.4549505; -0.2014406; 0.02746917;         0;         0;         2;     1.025;    582038;   5754663; -173.6721;  -1.44795;  173.6721;   1.44795;  105.3679;  101.5003; -3.472417; -2.456544; -0.2232633; -0.2232633; -68.30424;  100.0523;  192.9294; -282.6208;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.6721;  173.6721;   1.44795;  101.5003;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:32.258  ; -2.496948; -0.4494506;  2.733549;  2.050543;  1.012819;   1.01407; 0.9996582; -0.375412;  -3.22305; -5.405323;  6001.095; -0.03967769; -0.04565987; -0.2232633;  6001.095; -0.03967769;  2.009034; -0.2232633;  23.94091; -0.3387865;  443.5611; 0.4549505; -0.04883409; 0.02746917;         0;         0;         2;     1.025;    582038;   5754663; -173.6132; -1.420206;  173.6132;  1.420206;  105.2984;  101.5408; -3.472472; -2.443165; -0.2232633; -0.2232633; -68.31484;  100.1206;   192.943; -282.6451;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.6132;  173.6132;  1.420206;  101.5408;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
