Code;Omschrijving;Groep;Titel;D_BEGIN;D_EIND;D_STATUS
"N6401.91";"NEN 6401:1991 nl";"Norm water-chemisch";"Water - Bepaling van het halogeengehalte van vluchtige organohalogeenverbindingen (VOX)";11-06-2011;;"G"
"N6402.91";"NEN 6402:1991 nl";"Norm water-chemisch";"Water - Bepaling van het halogeengehalte afkomstig van niet-vluchtige, met petroleumether extraheerbare organohalogeenverbindingen (EOX)";11-06-2011;;"G"
"N6403.98";"NEN 6403:1998 nl";"Norm water-chemisch";"Waterkwaliteit - Bepaling van N-methylcarbamaten in water met hogedruk-vloeistofchromatografie";11-06-2011;;"G"
"N6407.97";"NEN 6407:1997 nl";"Norm vervallen";"Water - Gaschromatografische bepaling van het gehalte van een aantal monocyclische aromaten en naftaleen en enkele gechloreerde koolwaterstoffen met de ""purge en trap"" methode en thermische desorptie";11-06-2011;;"G"
"N6411.06";"NEN 6411:2006 Ontw. nl";"Norm vervallen";"Water en slib - Bepaling van de zuurgraad (pH), Verv. door  NEN-ISO 10523:2008 en";11-06-2011;;"G"
"N6411.81";"NEN 6411:1981 nl";"Norm vervallen";"Water - Bepaling van de pH, Verv. door  NEN 6411:2006 Ontw. nl, in de toekomst * NEN-ISO 10523:2008 en";11-06-2011;;"G"
"N6412.79";"NEN 6412:1979 nl";"Norm vervallen";"Drinkwater - Bepaling van de soortelijke geleiding";11-06-2011;;"G"
"N6414.07";"NEN 6414:2007 Ontw. nl";"Norm water-chemisch";"Water en slib - Bepaling van de temperatuur";11-06-2011;;"G"
"N6414.08";"NEN 6414:2008 nl";"Norm water-chemisch";"Water en slib - Bepaling van de temperatuur";11-06-2011;;"G"
"N6414.88";"NEN 6414:1988 nl";"Norm vervallen";"Water en slib - Bepaling van de temperatuur, Verv. door  NEN 6414:2007 Ontw. nl, in de toekomst * NEN 6414:2008 nl";11-06-2011;;"G"
"N6420.86";"NEN 6420:1986 nl";"Norm radioactiviteit";"Water - Bepaling van het gehalte aan getritieerd water door vloeistofscintillatietelling";01-07-2013;;"G"
"N6421.06";"NEN 6421:2006 nl";"Norm radioactiviteit";"Water - Bepaling van de volumieke totale bèta-activiteit en volumieke rest-bèta-activiteit van niet-vluchtige bestanddelen";01-07-2013;;"G"
"N6424.88";"NEN 6424:1988 nl";"Norm vervallen";"Water - Bepaling van het gehalte aan kalium met behulp van atomaire-absorptiespectrometrie (vlamtechniek)";11-06-2011;;"G"
"N6426.95";"NEN 6426:1995 nl";"Norm vervallen";"Water - Bepaling van 40 elementen met behulp van atomaire-emissiespectrometrie met inductief gekoppeld plasma";11-06-2011;;"G"
"N6427.99";"NEN 6427:1999 nl";"Norm vervallen";"Water - Bepaling van 66 elementen met inductief gekoppeld plasma massaspectrometrie";11-06-2011;;"G"
"N6429.94";"NEN 6429:1994 nl";"Norm vervallen";"Water en slibhoudend water - Bepaling van het gehalte aan lood met behulp van atomaire-absorptiespectrometrie (grafietoventechniek)";11-06-2011;;"G"
"N6430.94";"NEN 6430:1994 nl";"Norm vervallen";"Water en slibhoudend water - Bepaling van het gehalte aan nikkel met behulp van atomaire-absorptiespectrometrie (grafietoventechniek)";11-06-2011;;"G"
"N6432.93";"NEN 6432:1993 nl";"Norm water-chemisch";"Water - Bepaling van het gehalte aan arseen met behulp van atomaire-absorptiespectrometrie (hydridegeneratietechniek) - Ontsluiting met salpeterzuur en zoutzuur";11-06-2011;;"G"
"N6433.93";"NEN 6433:1993 nl";"Norm water-chemisch";"Water - Bepaling van het gehalte aan antimoon met behulp van atomaire-absorptiespectrometrie (hydride-generatietechniek) - Ontsluiting met salpeterzuur en zoutzuur";11-06-2011;;"G"
"N6434.93";"NEN 6434:1993 nl";"Norm water-chemisch";"Water - Bepaling van het gehalte aan seleen met behulp van atomaire-absorptiespectrometrie (hydride-generatietechniek) - Ontsluiting met salpeterzuur en zoutzuur";11-06-2011;;"G"
"N6436.97";"NEN 6436:1997 nl";"Norm vervallen";"Water - Bepaling van het gehalte aan barium met behulp van atomaire-absorptiespectrometrie (grafietoventechniek)";11-06-2011;;"G"
"N6437.82";"NEN 6437:1982 nl";"Norm vervallen";"Water - Bepaling van het gehalte aan aluminium met behulp van atomaire-absorptiespectrometrie (vlamtechniek)";11-06-2011;;"G"
"N6442.79";"NEN 6442:1979 nl";"Norm water-chemisch";"Water - Vlamfotometrische bepaling van het gehalte aan natrium en kalium";31-08-2011;;"G"
"N6444.77";"NEN 6444:1977 nl";"Norm vervallen";"Water - Bepaling van het gehalte aan chroom met behulp van atomaire-absorptiespectrofotometrie (grafietoventechniek)";11-06-2011;;"G"
"N6445.97";"NEN 6445:1997 nl";"Norm water-chemisch";"Water en slibhoudend water - Bepaling van het kwikgehalte met atomaire-absorptiespectrometrie (koudedamptechniek) - Ontsluiting met broom";11-06-2011;;"G"
"N6448.81";"NEN 6448:1981 nl";"Norm vervallen";"Water - Bepaling van het gehalte aan chroom met behulp van atomaire-absorptiespectrometrie (vlamtechniek)";11-06-2011;;"G"
"N6449.81";"NEN 6449:1981 nl";"Norm vervallen";"Water - Bepaling van het totale gehalte aan kwik met behulp van atomaire-absorptiespectrometrie - Ontsluiting met permanganaat en persulfaat";11-06-2011;;"G"
"N6451.80";"NEN 6451:1980 nl";"Norm vervallen";"Water - Bepaling van het gehalte aan koper met behulp van atomaire-absorptiespectrometrie (vlamtechniek)";11-06-2011;;"G"
"N6452.80";"NEN 6452:1980 nl";"Norm vervallen";"Water - Bepaling van het gehalte aan cadmium met behulp van atomaire-absorptiespectrometrie (vlamtechniek)";11-06-2011;;"G"
"N6453.80";"NEN 6453:1980 nl";"Norm vervallen";"Water - Bepaling van het gehalte aan lood met behulp van atomaire-absorptiespectrometrie (vlamtechniek)";11-06-2011;;"G"
"N6454.94";"NEN 6454:1994 nl";"Norm vervallen";"Water en slibhoudend water - Bepaling van het gehalte aan koper met behulp van atomaire-absorptiespectrometrie (grafietoventechniek)";11-06-2011;;"G"
"N6455.81";"NEN 6455:1981 nl";"Norm vervallen";"Water - Bepaling van het gehalte aan magnesium met behulp van atomaire-absorptiespectrometrie (vlamtechniek)";11-06-2011;;"G"
"N6456.81";"NEN 6456:1981 nl";"Norm vervallen";"Water - Bepaling van het gehalte aan nikkel met behulp van atomaire-absorptiespectrometrie (vlamtechniek)";11-06-2011;;"G"
"N6457.94";"NEN 6457:1994 nl";"Norm vervallen";"Water en slibhoudend water - Bepaling van het gehalte aan arseen met behulp van atomaire-absorptiespectrometrie (grafietoventechniek)";11-06-2011;;"G"
"N6458.83";"NEN 6458:1983 nl";"Norm vervallen";"Water - Bepaling van het gehalte aan cadmium met behulp van atomaire-absorptiespectrometrie (grafietoventechniek)";11-06-2011;;"G"
"N6460.81";"NEN 6460:1981 nl";"Norm vervallen";"Water - Bepaling van het gehalte aan ijzer met behulp van atomaire-absorptiespectrometrie (vlamtechniek)";11-06-2011;;"G"
"N6461.81";"NEN 6443:1981 nl";"Norm vervallen";"Water - Bepaling van het gehalte aan mangaan met behulp van atomaire-absorptiespectrometrie (vlamtechniek)";11-06-2011;;"G"
"N6464.81";"NEN 6464:1981 nl";"Norm slib";"Water - Monstervoorbehandeling van slib of slibhoudend water voor de bepaling van elementen van atomaire-absorptiespectrometrie - Ontsluiting met salpeterzuur en zwavelzuur";11-06-2011;;"G"
"N6467.82";"NEN 6467:1982 nl";"Norm water-chemisch";"Water - Vlamfotometrische bepaling van het gehalte aan lithium";11-06-2011;;"G"
"N6468.94";"NEN 6468:1994 nl";"Norm vervallen";"Water en slibhoudend water - Bepaling van het gehalte aan kobalt met behulp van atomaire-absorptiespectrometrie (grafietoventechniek)";11-06-2011;;"G"
"N6470.97";"NEN 6470:1997 nl";"Norm water-chemisch";"Water - Titrimetrische bepaling van het gehalte aan chloride volgens Mohr";11-06-2011;;"G"
"N6471.81";"NEN 6471:1981 nl";"Norm water-chemisch";"Water - Fotometrische bepaling van het gehalte aan kiezelzuur";11-06-2011;;"G"
"N6472.83";"NEN 6472:1983 nl";"Norm vervallen";"Water - Fotometrische bepaling van het gehalte aan ammonium";11-06-2011;;"G"
"N6476.81";"NEN 6476:1981 nl";"Norm water-chemisch";"Water - Bepaling van het gehalte aan chloride door potentiometrische titratie";11-06-2011;;"G"
"N6480.82";"NEN 6480:1982 nl";"Norm vervallen";"Water - Titrimetrische bepaling van de gehalten aan vrij beschikbaar en totaal beschikbaar chloor met ijzer(II)-ammoniumsulfaat en 1-amino-4-diethylaminobenzeen-waterstofsulfaat (N,N-diethyl-p-phenyl eendiamine (DPD)-sulfaat) als indicator";11-06-2011;;"G"
"N6481.83";"NEN 6481:1983 nl";"Norm vervallen";"Water - Bepaling van de som van de gehalten aan ammoniumstikstof en aan organisch gebonden stikstof volgens Kjeldahl na mineralisatie met seleen (met mededeling oktober 1983 en correctieblad april 1984)";11-06-2011;;"G"
"N6483.82";"NEN 6483:1982 nl";"Norm water-chemisch";"Water - Potentiometrische bepaling van het totale gehalte aan fluoride";11-06-2011;;"G"
"N6484.06";"NEN 6484:2006 Ontw. nl";"Norm vervallen";"Water - Bepaling van het gehalte aan onopgeloste stoffen en de gloeirest ervan - Methode met behulp van membraanfiltratie, Verv. door  NEN 6484:2007 nl";11-06-2011;;"G"
"N6484.07";"NEN 6484:2007 nl";"Norm water-fysisch";"Water - Bepaling van het gehalte aan onopgeloste stoffen en de gloeirest ervan - Methode met behulp van membraanfiltratie";11-06-2011;;"G"
"N6484.82";"NEN 6484:1982 nl";"Norm vervallen";"Water - Bepaling van het gehalte aan onopgeloste bestanddelen en de gloeirest ervan, Verv. door  NEN 6484:2007 nl * NEN 6484:2006 Ontw. nl, in de toekomst";11-06-2011;;"G"
"N6486.84";"NEN 6486:1984 nl";"Norm water-chemisch";"Water - Titrimetrische bepaling van het gehalte aan koolstofdioxide";11-06-2011;;"G"
"N6487.97";"NEN 6487:1997 nl";"Norm water-chemisch";"Water - Titrimetrische bepaling van het sulfaatgehalte";11-06-2011;;"G"
"N6490.82";"NEN 6490:1982 nl";"Norm vervallen";"Water - Jodometrische bepaling van het zuurstofgehalte volgens Winkler";11-06-2011;;"G"
"N6493.87";"NEN 6493:1987 nl";"Norm water-chemisch";"Water - Fotometrische bepaling van het gehalte aan cyanuurzuur";11-06-2011;;"G"
"N6494.84";"NEN 6494:1984 nl";"Norm water-chemisch";"Water - Enzymatische bepaling van het gehalte aan ureum in zwemwater";11-06-2011;;"G"
"N6495.84";"NEN 6495:1984 nl";"Norm water-chemisch";"Water - Fotometrische bepaling van het gehalte aan ozon";11-06-2011;;"G"
"N6499.05";"NEN 6499:2005 nl";"Norm vervallen";"Milieu - Koepelnorm voor de bepaling van het gehalte aan onopgeloste stoffen en droge stof en de gloeiresten daarvan";06-12-2011;;"G"
"N6499.10";"NEN 6499:2010 nl";"Norm bodem/water-chemisch";"Milieu  Koepelnorm voor de bepaling van het gehalte aan opgeloste en onopgeloste stoffen en droge stof en de gloeiresten daarvan.";06-12-2011;;"G"
"N6504.80";"NEN 6504:1980 nl";"Norm water-biologisch";"Water - Bepaling van de acute toxiciteit met behulp van Poecilia reticulata";11-06-2011;;"G"
"N6520.06";"NEN 6520:2006 nl";"Norm water-biologisch/chem.";"Water - Spectrofotometrische bepaling van het gehalte aan chlorofyl-a";11-06-2011;;"G"
"N6521.91";"NEN 6521:1991 nl";"Norm water-chemisch";"Water - Fotometrische bepaling van het gehalte aan boor";11-06-2011;;"G"
"N6523.90";"NEN 6523:1990 nl";"Norm water-chemisch";"Water - Een methode voor de berekening van het gehalte aan waterstofcarbonaat, koolstofdioxide en carbonaat uit het gehalte aan totaal koolstofdioxide en de pH";11-06-2011;;"G"
"N6524.84";"NEN 6524:1984 nl";"Norm vervallen";"Water - Bepaling van het gehalte aan zes polycyclische aromatische koolwaterstoffen (PAK) met behulp van hogedruk-vloeistofchromatografie";11-06-2011;;"G"
"N6526.06";"NEN 6526:2006 nl";"Norm water-chemisch";"Water - Bepaling van de cholinesteraseremmende activiteit";11-06-2011;;"G"
"N6527.00";"NEN 6527:2000 nl";"Norm vervallen";"Water - Bepaling van het gehalte aan tien polycyclische aromatische koolwaterstoffen (PAK) met hogedruk-vloeistofchromatografie";11-06-2011;;"G"
"N6530.86";"NEN 6530:1986 nl";"Norm water-fysisch";"Water - De ionenbalans";11-06-2011;;"G"
"N6531.86";"NEN 6531:1986 nl";"Norm water-chemisch";"Water - Titrimetrische bepaling van het gehalte aan waterstofcarbonaat in water met een pH lager dan of gelijk aan 8,35";11-06-2011;;"G"
"N6532.86";"NEN 6532:1986 nl";"Norm water-chemisch";"Water - Titrimetrische bepaling van het gehalte aan waterstofcarbonaat, carbonaat en hydroxide in water met een pH hoger dan 8,35";11-06-2011;;"G"
"N6533.90";"NEN 6533:1990 nl";"Norm water-fysisch";"Water - Bepaling van de agressiviteit ten opzichte van calciumcarbonaat en berekening van de verzadigingsindex";11-06-2011;;"G"
"N6535.86";"NEN 6535:1986 nl";"Norm water-fysisch";"Water - Berekening of schatting van de ionensterkte";11-06-2011;;"G"
"N6536.90";"NEN 6536:1990 nl";"Norm water-fysisch";"Water - Berekeningen ten behoeve van de ontzuring van agressief water met chemicaliën en basische filters";11-06-2011;;"G"
"N6539.91";"NEN 6539:1991 nl";"Norm water-fysisch";"Ketelwater - Bepaling van het gehalte aan zwevende bestanddelen, de indamprest en hun gloeiresten";11-06-2011;;"G"
"N6541.91";"NEN 6541:1991 nl";"Norm water-chemisch";"Ketelwater - Fotometrische bepaling van het gehalte aan kiezelzuur";11-06-2011;;"G"
"N6542.96";"NEN 6542:1996 nl";"Norm water-chemisch";"Ketelwater - Titrimetrische bepaling van het gehalte aan vrij koolstofdioxide";11-06-2011;;"G"
"N6544.90";"NEN 6544:1990 nl";"Norm water-chemisch";"Ketelwater - Gravimetrische bepaling van het gehalte aan sulfaat";11-06-2011;;"G"
"N6545.85";"NEN 6545:1985 nl";"Norm water-chemisch";"Ketelwater - Jodometrische bepaling van het gehalte aan sulfiet";11-06-2011;;"G"
"N6547.86";"NEN 6547:1986 nl";"Norm water-chemisch";"Ketelwater - Titrimetrische bepaling van het gehalte aan chloride (mercurimetrisch)";11-06-2011;;"G"
"N6548.88";"NEN 6548:1988 nl";"Norm water-chemisch";"Ketelwater - Fotometrische bepaling van het gehalte aan hydrazine";11-06-2011;;"G"
"N6549.88";"NEN 6549:1988 nl";"Norm water-fysisch";"Ketelwater - Fotometrische bepaling van de totale hardheid";11-06-2011;;"G"
"N6552.81";"NEN 6552:1981 nl";"Norm water-biologisch";"Bacteriologisch onderzoek van drinkwater - Onderzoek met behulp van membraanfiltratie naar de aanwezigheid van thermotolerante bacteriën van de coligroep";11-06-2011;;"G"
"N6557.81";"NEN 6557:1981 nl";"Norm water-biologisch";"Bacteriologisch onderzoek van drinkwater - Onderzoek met behulp van gistingsproeven naar de aanwezigheid van bacteriën van de coligroep en thermotolerante bacteriën van de coligroep";11-06-2011;;"G"
"N6563.82";"NEN 6563:1982 nl";"Norm vervallen";"Bacteriologisch onderzoek van oppervlaktewater - Kwantificeren van faecale streptococcen met behulp van gistingsproeven";11-06-2011;;"G"
"N6567.85";"NEN 6567:1985 nl";"Norm vervallen";"Bacteriologisch onderzoek van water - Onderzoek met behulp van membraamfiltratie naar de aanwezigheid van sporen van sulfietreducerende clostrida";11-06-2011;;"G"
"N6570.82";"NEN 6570:1982 nl";"Norm water-biologisch";"Bacteriologisch onderzoek van oppervlaktewater - Kwantificeren van thermotolerante bacteriën van de coligroep met behulp van membraanfiltratie";11-06-2011;;"G"
"N6571.82";"NEN 6571:1982 nl";"Norm water-biologisch";"Bacteriologisch onderzoek van oppervlaktewater - Kwantificeren van bacteriën van de coligroep met behulp van membraanfiltratie";11-06-2011;;"G"
"N6572.82";"NEN 6572:1982 nl";"Norm water-biologisch";"Bacteriologische onderzoek van oppervlaktewater - Kwantificeren van bacteriën van de coligroep en thermotolerante bacteriën van de coligroep met behulp van gistingsproeven";11-06-2011;;"G"
"N6573.87";"NEN 6573:1987 nl";"Norm water-biologisch";"Bacteriologisch onderzoek van water - Onderzoek met behulp van membraanfiltratie naar de aanwezigheid en het aantal kolonievormende eenheden (KVE) van <(cursief)Pseudomonas aeruginosa>";11-06-2011;;"G"
"N6576.85";"NEN 6576:1985 nl";"Norm water-chemisch";"Regenwater - Fotometrische bepaling van het gehalte aan ammonium";11-06-2011;;"G"
"N6577.85";"NEN 6577:1985 nl";"Norm water-chemisch";"Regenwater - Fotometrische bepaling van het gehalte aan orthofosfaat";11-06-2011;;"G"
"N6578.85";"NEN 6578:1985 nl";"Norm water-chemisch";"Regenwater - Potentiometrische bepaling van het gehalte aan totaal anorganisch fluoride";11-06-2011;;"G"
"N6579.85";"NEN 6579:1985 nl";"Norm water-chemisch";"Regenwater - Potentiometrische bepaling van het gehalte aan hydroniumionen";11-06-2011;;"G"
"N6580.85";"NEN 6580:1985 nl";"Norm water-chemisch";"Regenwater - Fotometrische bepaling van het gehalte aan sulfaat";11-06-2011;;"G"
"N6581.85";"NEN 6581:1985 nl";"Norm water-chemisch";"Regenwater - UV-fotometrische bepaling van het gehalte aan nitraat";11-06-2011;;"G"
"N6582.85";"NEN 6582:1985 nl";"Norm water-chemisch";"Regenwater - Fotometrische bepaling van het gehalte aan chloride";11-06-2011;;"G"
"N6587.90";"NEN 6587:1990 nl";"Norm water-fysisch";"Regenwater - Bepaling van het zuur- of baseverbruik";11-06-2011;;"G"
"N6589.05";"NEN 6589:2005 nl";"Norm water-chemisch";"Water - Potentiometrische bepaling van het gehalte aan totaal anorganisch fluoride met doorstroomsystemen (FIA en CFA)";11-06-2011;;"G"
"N6591.90";"NEN 6591:1990 nl";"Norm water-fysisch";"Regenwater - Bepaling van de soortelijke geleiding in een doorstroomanalysesysteem";11-06-2011;;"G"
"N6594.93";"NEN 6594:1993 nl";"Norm water-fysisch";"Regenwater - Bepaling van de pH met behulp van een doorstroom-injectiemethode";11-06-2011;;"G"
"N6604.07";"NEN 6604:2007 nl";"Norm water-chemisch";"Water - Bepaling van het gehalte aan ammonium, nitraat, nitriet, chloride, ortho-fosfaat, sulfaat en silicaat met een discreet analysesysteem en spectrofotometrische detectie";11-06-2011;;"G"
"N6606.07";"NEN 6606:2007 Ontw. nl";"Norm vervallen";"Water - Bepaling van de doorzichtdiepte met behulp van een schijf volgens Secchi, Verv. door  NEN 6606:2009 nl";11-06-2011;;"G"
"N6606.09";"NEN 6606:2009 nl";"Norm water-fysisch";"Water - Bepaling van de doorzichtdiepte met behulp van een schijf volgens Secchi";11-06-2011;;"G"
"N6606.92";"NEN 6606:1992 nl";"Norm vervallen";"Water - Bepaling van de doorzichtdiepte met behulp van een schijf volgens Secchi, Verv. door  NEN 6606:2007 Ontw. nl, in de toekomst * NEN 6606:2009 nl";11-06-2011;;"G"
"N6608.96";"NEN 6608:1996 nl";"Norm water-chemisch";"Water - Fotometrische bepaling van het sulfidegehalte";11-06-2011;;"G"
"N6619.92";"NEN 6619:1992 nl";"Norm water-chemisch";"Ketelwater - Fotometrische bepaling van het gehalte aan opgelost koper";11-06-2011;;"G"
"N6620.86";"NEN 6620:1986 nl";"Norm vervallen";"Afvalwater en slib - Bepaling van de indamprest en de gloeirest - Gravimetrische methode";11-06-2011;;"G"
"N6621.88";"NEN 6621:1988 nl";"Norm water-fysisch";"Afvalwater en slib - Bepaling van het gehalte aan onopgeloste bestanddelen en de gloeirest daarvan - Gravimetrische methode";11-06-2011;;"G"
"N6622.88";"NEN 6622:1988 nl";"Norm slib";"Slib - bepaling van de zandrest en de zeefrest - Gravimetrische methode";11-06-2011;;"G"
"N6623.05";"NEN 6623:2005 nl";"Norm water-fysisch";"Water - Bepaling van de hoeveelheid bezinksel";11-06-2011;;"G"
"N6624.03";"NEN 6624:2003 nl";"Norm slib";"Slib - bepaling van de slibvolume-index (s.v.i.)";11-06-2011;;"G"
"N6633.06";"NEN 6633:2006/A1:2007 nl";"Norm water-fysisch";"Water en (zuiverings)slib - Bepaling van het chemisch zuurstofverbruik (CZV)";11-06-2011;;"G"
"N6634.91";"NEN 6634:1991 nl";"Norm vervallen";"Water - Bepaling van het biochemisch zuurstofverbruik na <(cursief)n> dagen (BZV<(inf)n>) - Verdunningsmethode met enting";11-06-2011;;"G"
"N6642.92";"NEN 6642:1992 nl";"Norm water-chemisch";"Water - Berekening van het totale gehalte aan stikstof";11-06-2011;;"G"
"N6643.03";"NEN 6643:2003 nl";"Norm water-chemisch";"Water - Bepaling van het stikstofgehalte na UV-destructie met doorstroomanalyse (CFA) en spectrofotometrische detectie";11-06-2011;;"G"
"N6644.83";"NEN 6644:1983 nl";"Norm water-chemisch";"Water - Berekening van het gehalte aan vrije ammoniak";11-06-2011;;"G"
"N6645.05";"NEN 6645:2005 nl";"Norm water-chemisch";"Water - Monstervoorbehandeling voor de fotometrische bepaling van de som van de gehalten aan ammoniumstikstof en aan organisch gebonden stikstof en van het totale gehalte aan fosforverbindingen met een doorstroomanalysesysteem - Ontsluiting met zwavelzuur en kaliumsulfaat";11-06-2011;;"G"
"N6646.06";"NEN 6646:2006 nl";"Norm water-chemisch";"Water - Fotometrische bepaling van het gehalte aan ammoniumstikstof en van de som van de gehalten aan ammoniumstikstof en aan organisch gebonden stikstof volgens Kjeldahl met behulp van een doorstroomanalysesysteem";11-06-2011;;"G"
"N6651.92";"NEN 6651:1992 nl";"Norm vervallen";"Water - Fotometrische bepaling van het gehalte aan opgelost chloride met behulp van een doorstroomanalysesysteem";11-06-2011;;"G"
"N6652.92";"NEN 6652:1992 nl";"Norm vervallen";"Water - Fotometrische bepaling van de som van de gehalten aan opgelost nitraat en nitriet met behulp van een doorstroomanalysesysteem";11-06-2011;;"G"
"N6653.92";"NEN 6653:1992 nl";"Norm vervallen";"Water - Fotometrische bepaling van het gehalte aan opgelost nitriet met behulp van een doorstroomanalysesysteem";11-06-2011;;"G"
"N6654.92";"NEN 6654:2005 nl";"Norm vervallen";"Water - Fotometrische bepaling van het gehalte aan opgelost sulfaat met behulp van een doorstroomanalysesysteem";11-06-2011;;"G"
"N6655.92";"NEN 6655:1992 Ontw. nl";"Norm vervallen";"Water en bodem - Fotometrische bepaling van het totale gehalte aan cyanide en het gehalte aan vrij cyanide met behulp van een doorstroomanalysesysteem";11-06-2011;;"G"
"N6655.97";"NEN 6655:1997 nl";"Norm vervallen";"Water en bodem - Fotometrische bepaling van het totale gehalte aan cyanide en het gehalte aan vrij cyanide met behulp van een doorstroomanalysesysteem";11-06-2011;;"G"
"N6662.85";"NEN 6662:1985 nl";"Norm vervallen";"Slib - Bepaling van het totale gehalte aan fosfor";11-06-2011;;"G"
"N6663.87";"NEN 6663:1987 nl";"Norm vervallen";"Water - Fotometrische bepaling van het gehalte aan opgelost orthofosfaat en het totale gehalte aan fosforverbindingen met behulp van een doorstroomanalysesysteem";11-06-2011;;"G"
"N6669.81";"NEN 6669:1981 nl";"Norm vervallen";"Water - Fotometrische bepaling van het gehalte aan arseen";11-06-2011;;"G"
"N6670.03";"NEN 6670:2003 nl";"Norm water-chemisch";"Water - Fotometrische bepaling van het gehalte aan met waterdamp vluchtige fenolen";11-06-2011;;"G"
"N6671.94";"NEN 6671:1994 nl";"Norm water-chemisch";"Afvalwater en slib - Gravimetrische bepaling van het gehalte aan petroleumether extraheerbare oliën en vetten - Soxhlet extractie";11-06-2011;;"G"
"N6672.94";"NEN 6672:1994 nl";"Norm water-chemisch";"Afvalwater - Gravimetrische bepaling van het gehalte aan petroleumether extraheerbare oliën en vetten - Directe extractie";11-06-2011;;"G"
"N6674.81";"NEN 6674:1981 nl";"Norm vervallen";"Afvalwater - Fotometrische bepaling van het gehalte aan anionactieve detergentia";11-06-2011;;"G"
"N6675.89";"NEN 6675:1989 nl";"Norm vervallen";"Water - Bepaling van het gehalte aan minerale olie met behulp van infrarood-spectrofotometrie";11-06-2011;;"G"
"N6676.94";"NEN 6676:1994 nl";"Norm water-chemisch";"Afvalwater - Bepaling van met petroleumether extraheerbare organische gebonden halogenen (EOX-AW)";11-06-2011;;"G"
"N6682.96";"NEN 6682:1996 nl";"Norm slib";"Slib - Titrimetrische bepaling van het gehalte aan vluchtige (of lagere) vetzuren";11-06-2011;;"G"
"N6685.83";"NEN 6685:1983 nl";"Norm slib";"Slib - bepaling van de specifieke filtratieweerstand bij vacuümfiltratie";11-06-2011;;"G"
"N6686.83";"NEN 6686:1983 nl";"Norm slib";"Slib - bepaling van de specifieke filtratieweerstand bij drukfiltratie";11-06-2011;;"G"
"N6687.83";"NEN 6687:1983 nl";"Norm slib";"Slib - bepaling van de compressibiliteitscoëfficiënt bij vacuümfiltratie";11-06-2011;;"G"
"N6688.83";"NEN 6688:1983 nl";"Norm slib";"Slib - bepaling van de compressibiliteitscoëfficiënt bij drukfiltratie";11-06-2011;;"G"
"N6689.83";"NEN 6689:1983 nl";"Norm slib";"Slib - bepaling van de afzuigtijd bij vacuümfiltratie";11-06-2011;;"G"
"N6691.88";"NEN 6691:1988 nl";"Norm slib";"Slib - bepaling van de ontwaterbaarheid met de MFT-methode";11-06-2011;;"G"
"N6692.92";"NEN 6692:1992 nl";"Norm slib";"Slib - bepaling van de gasproduktie";11-06-2011;;"G"
"N6950.05";"NEN 6950:2005 nl";"Norm bodem-chemisch";"Bodem - Koepelnorm voor de bepaling van geselecteerde elementen in bodem, waterbodem en (zuiverings)slib";11-06-2011;;"G"
"N6953.05";"NEN 6953:2005 nl";"Norm water-chemisch";"Water - Koepelnorm voor de bepaling van geselecteerde elementen in water";11-06-2011;;"G"
"N6961.05";"NEN 6961:2005 nl";"Norm water-chemisch";"Milieu - Ontsluiting met salpeterzuur en zoutzuur (koningswater) voor de bepaling van geselecteerde elementen in water, waterbodem, slib, slibhoudend water, luchtstof, grond en bouwstoffen";11-06-2011;;"G"
"N6963.05";"NEN 6963:2005 nl";"Norm water-chemisch";"Mileu - Ontsluiting met salpeterzuur, waterstoffluoride en perchloorzuur voor de bepaling van geselecteerde elementen in vaste stoffen";11-06-2011;;"G"
"N6964+C1.06";"NEN 6964:2005+C1:2006 nl";"Norm bodem/water-chemisch";"Milieu - Analyse van geselecteerde elementen in water,eluaten en destruaten - Atomaire absorptiespectrometrie met grafietoventechniek";06-12-2011;;"G"
"N6964.05";"NEN 6964:2005 nl";"Norm bodem/water-chemisch";"Milieu - Analyse van geselecteerde elementen in water,eluaten en destruaten - Atomaire absorptiespectrometrie met grafietoventechniek";11-06-2011;;"G"
"N6965+C1.06";"NEN 6965:2005+C1:2006 nl";"Norm bodem/water-chemisch";"Milieu - Analyse van geselecteerde elementen in water, eluaten en destruaten - Atomaire-absorptiespectrometrie met vlamtechniek";06-12-2011;;"G"
"N6965.05";"NEN 6965:2005 nl";"Norm bodem/water-chemisch";"Milieu - Analyse van geselecteerde elementen in water, eluaten en destruaten - Atomaire-absorptiespectrometrie met vlamtechniek";11-06-2011;;"G"
"N6966+C1.06";"NEN 6966:2005+C1:2006 nl";"Norm bodem/water-chemisch";"Milieu - Analyse van geselecteerde elementen in water, eluaten en destruaten - Atomaire emissiespectrometrie met inductief gekoppeld plasma";06-12-2011;;"G"
"N6966.05";"NEN 6966:2005 nl";"Norm bodem/water-chemisch";"Milieu - Analyse van geselecteerde elementen in water, eluaten en destruaten - Atomaire emissiespectrometrie met inductief gekoppeld plasma";11-06-2011;;"G"
"N6970.08";"NEN 6970:2008 nl";"Norm bodem-chemisch";"Koepelnorm voor de bepaling van organische componenten in grond, waterbodem en bouwstof (grond)";11-06-2011;;"G"
"N6971+C1.10";"NEN 6971:2008+C1:2010 nl";"Norm bodem-chemisch";"Bodem  Acetonextractie voor de bepaling van organische componenten";06-12-2011;;"G"
